line_item_id,transaction_id,transaction_date,customer_id,store_id,store_name,product_id,item_name,category,supplier_id,supplier_name,quantity,price,discount,total_price,payment_method_id,payment_method,cashier_id,promo_flag
LI0000579,T00101,2025-11-09,C71841,IM003,INDOMARET FRESH BOSTON SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,4,5000,3000,17000,PM03,Credit,L005,1
LI0000580,T00101,2025-11-09,C71841,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,1,25000,2500,22500,PM03,Credit,L005,1
LI0000581,T00102,2025-11-09,C66147,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,3,6000,3600,14400,PM01,Cash,L001,1
LI0000582,T00102,2025-11-09,C66147,IM001,INDOMARET LATIGO SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,1,25000,2500,22500,PM01,Cash,L001,1
LI0000583,T00102,2025-11-09,C66147,IM001,INDOMARET LATIGO SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,4,3500,2100,11900,PM01,Cash,L001,1
LI0000584,T00102,2025-11-09,C66147,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,5,3500,1750,15750,PM01,Cash,L001,1
LI0000585,T00102,2025-11-09,C66147,IM001,INDOMARET LATIGO SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,4,3500,1400,12600,PM01,Cash,L001,1
LI0000586,T00102,2025-11-09,C66147,IM001,INDOMARET LATIGO SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,5,3500,2625,14875,PM01,Cash,L001,1
LI0000587,T00102,2025-11-09,C66147,IM001,INDOMARET LATIGO SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,5,7000,5250,29750,PM01,Cash,L001,1
LI0000588,T00102,2025-11-09,C66147,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,3,6000,3600,14400,PM01,Cash,L001,1
LI0000589,T00103,2025-11-09,C25897,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,2,3500,1050,5950,PM03,Credit,L002,1
LI0000590,T00103,2025-11-09,C25897,IM001,INDOMARET LATIGO SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,2,7000,2100,11900,PM03,Credit,L002,1
LI0000591,T00103,2025-11-09,C25897,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,3,3500,1575,8925,PM03,Credit,L002,1
LI0000592,T00103,2025-11-09,C25897,IM001,INDOMARET LATIGO SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,5,25000,12500,112500,PM03,Credit,L002,1
LI0000593,T00103,2025-11-09,C25897,IM001,INDOMARET LATIGO SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,5,25000,12500,112500,PM03,Credit,L002,1
LI0000594,T00103,2025-11-09,C25897,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,2,3500,1050,5950,PM03,Credit,L002,1
LI0000595,T00104,2025-11-09,C66692,IM001,INDOMARET LATIGO SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,5,7000,5250,29750,PM06,ShopeePay,L001,1
LI0000596,T00104,2025-11-09,C66692,IM001,INDOMARET LATIGO SQUARE,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,3,8000,2400,21600,PM06,ShopeePay,L001,1
LI0000597,T00104,2025-11-09,C66692,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,4,3500,2100,11900,PM06,ShopeePay,L001,1
LI0000598,T00104,2025-11-09,C66692,IM001,INDOMARET LATIGO SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,1,20000,1000,19000,PM06,ShopeePay,L001,1
LI0000599,T00105,2025-11-09,C20611,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,4,6000,4800,19200,PM04,OVO,L006,1
LI0000600,T00105,2025-11-09,C20611,IM003,INDOMARET FRESH BOSTON SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,5,25000,12500,112500,PM04,OVO,L006,1
LI0000601,T00105,2025-11-09,C20611,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,3,25000,7500,67500,PM04,OVO,L006,1
LI0000602,T00105,2025-11-09,C20611,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,5,6000,6000,24000,PM04,OVO,L006,1
LI0000603,T00105,2025-11-09,C20611,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,5,20000,5000,95000,PM04,OVO,L006,1
LI0000604,T00105,2025-11-09,C20611,IM003,INDOMARET FRESH BOSTON SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,3,3500,1575,8925,PM04,OVO,L006,1
LI0000605,T00105,2025-11-09,C20611,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,5,25000,12500,112500,PM04,OVO,L006,1
LI0000606,T00105,2025-11-09,C20611,IM003,INDOMARET FRESH BOSTON SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,3,25000,7500,67500,PM04,OVO,L006,1
LI0000607,T00106,2025-11-09,C15933,IM001,INDOMARET LATIGO SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,5,5000,3750,21250,PM02,Debit,L002,1
LI0000608,T00106,2025-11-09,C15933,IM001,INDOMARET LATIGO SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,2,6000,2400,9600,PM02,Debit,L002,1
LI0000609,T00106,2025-11-09,C15933,IM001,INDOMARET LATIGO SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,5,20000,5000,95000,PM02,Debit,L002,1
LI0000610,T00107,2025-11-09,C64458,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,2,20000,2000,38000,PM02,Debit,L007,1
LI0000611,T00107,2025-11-09,C64458,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,5,20000,5000,95000,PM02,Debit,L007,1
LI0000612,T00107,2025-11-09,C64458,IM003,INDOMARET FRESH BOSTON SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,5,25000,12500,112500,PM02,Debit,L007,1
LI0000613,T00108,2025-11-09,C57176,IM002,INDOMARET ANIVA JUNCTION,P009,S-Tee Lemon,Beverage,SUP004,Sosro,3,4500,2025,11475,PM06,ShopeePay,L003,1
LI0000614,T00108,2025-11-09,C57176,IM002,INDOMARET ANIVA JUNCTION,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,5,20000,5000,95000,PM06,ShopeePay,L003,1
LI0000615,T00108,2025-11-09,C57176,IM002,INDOMARET ANIVA JUNCTION,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,2,25000,5000,45000,PM06,ShopeePay,L003,1
LI0000616,T00108,2025-11-09,C57176,IM002,INDOMARET ANIVA JUNCTION,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,4,12000,9600,38400,PM06,ShopeePay,L003,1
LI0000617,T00109,2025-11-09,C74636,IM003,INDOMARET FRESH BOSTON SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,2,4500,1350,7650,PM04,OVO,L005,1
LI0000618,T00109,2025-11-09,C74636,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,2,25000,5000,45000,PM04,OVO,L005,1
LI0000619,T00109,2025-11-09,C74636,IM003,INDOMARET FRESH BOSTON SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,2,4500,1350,7650,PM04,OVO,L005,1
LI0000620,T00109,2025-11-09,C74636,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,5,20000,5000,95000,PM04,OVO,L005,1
LI0000621,T00109,2025-11-09,C74636,IM003,INDOMARET FRESH BOSTON SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,2,5500,1100,9900,PM04,OVO,L005,1
LI0000622,T00109,2025-11-09,C74636,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,4,6000,4800,19200,PM04,OVO,L005,1
LI0000623,T00110,2025-11-09,C38204,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,2,25000,5000,45000,PM04,OVO,L006,1
LI0000624,T00110,2025-11-09,C38204,IM003,INDOMARET FRESH BOSTON SQUARE,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,4,5000,4000,16000,PM04,OVO,L006,1
LI0000625,T00110,2025-11-09,C38204,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,3,20000,3000,57000,PM04,OVO,L006,1
LI0000626,T00110,2025-11-09,C38204,IM003,INDOMARET FRESH BOSTON SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,2,4500,1350,7650,PM04,OVO,L006,1
LI0000627,T00110,2025-11-09,C38204,IM003,INDOMARET FRESH BOSTON SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,4,3500,1400,12600,PM04,OVO,L006,1
LI0000628,T00110,2025-11-09,C38204,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,3,6000,3600,14400,PM04,OVO,L006,1
LI0000629,T00110,2025-11-09,C38204,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,2,20000,2000,38000,PM04,OVO,L006,1
LI0000630,T00110,2025-11-09,C38204,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,2,20000,2000,38000,PM04,OVO,L006,1
LI0000631,T00111,2025-11-09,C70015,IM001,INDOMARET LATIGO SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,4,5000,3000,17000,PM01,Cash,L001,1
LI0000632,T00111,2025-11-09,C70015,IM001,INDOMARET LATIGO SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,2,5500,1100,9900,PM01,Cash,L001,1
LI0000633,T00111,2025-11-09,C70015,IM001,INDOMARET LATIGO SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,3,5500,1650,14850,PM01,Cash,L001,1
LI0000634,T00111,2025-11-09,C70015,IM001,INDOMARET LATIGO SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,3,7000,3150,17850,PM01,Cash,L001,1
LI0000635,T00111,2025-11-09,C70015,IM001,INDOMARET LATIGO SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,5,25000,12500,112500,PM01,Cash,L001,1
LI0000636,T00111,2025-11-09,C70015,IM001,INDOMARET LATIGO SQUARE,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,5,12000,12000,48000,PM01,Cash,L001,1
LI0000637,T00111,2025-11-09,C70015,IM001,INDOMARET LATIGO SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,2,3500,700,6300,PM01,Cash,L001,1
LI0000638,T00111,2025-11-09,C70015,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,5,3500,2625,14875,PM01,Cash,L001,1
LI0000639,T00112,2025-11-09,C74592,IM001,INDOMARET LATIGO SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,2,3500,1050,5950,PM01,Cash,L002,1
LI0000640,T00112,2025-11-09,C74592,IM001,INDOMARET LATIGO SQUARE,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,5,8000,4000,36000,PM01,Cash,L002,1
LI0000641,T00112,2025-11-09,C74592,IM001,INDOMARET LATIGO SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,3,5000,2250,12750,PM01,Cash,L002,1
LI0000642,T00113,2025-11-09,C43532,IM002,INDOMARET ANIVA JUNCTION,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,2,5000,1500,8500,PM02,Debit,L004,1
LI0000643,T00113,2025-11-09,C43532,IM002,INDOMARET ANIVA JUNCTION,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,2,25000,5000,45000,PM02,Debit,L004,1
LI0000644,T00113,2025-11-09,C43532,IM002,INDOMARET ANIVA JUNCTION,P012,Roma Marie,Candy/Snack,SUP005,Mayora,2,6000,2400,9600,PM02,Debit,L004,1
LI0000645,T00114,2025-11-09,C96438,IM002,INDOMARET ANIVA JUNCTION,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,2,20000,2000,38000,PM01,Cash,L003,1
LI0000646,T00114,2025-11-09,C96438,IM002,INDOMARET ANIVA JUNCTION,P003,Pop Mie Ayam,Food,SUP001,Indofood,5,5500,2750,24750,PM01,Cash,L003,1
LI0000647,T00114,2025-11-09,C96438,IM002,INDOMARET ANIVA JUNCTION,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,3,25000,7500,67500,PM01,Cash,L003,1
LI0000648,T00114,2025-11-09,C96438,IM002,INDOMARET ANIVA JUNCTION,P012,Roma Marie,Candy/Snack,SUP005,Mayora,2,6000,2400,9600,PM01,Cash,L003,1
LI0000649,T00115,2025-11-10,C57465,IM002,INDOMARET ANIVA JUNCTION,P012,Roma Marie,Candy/Snack,SUP005,Mayora,3,6000,3600,14400,PM02,Debit,L004,1
LI0000650,T00115,2025-11-10,C57465,IM002,INDOMARET ANIVA JUNCTION,P012,Roma Marie,Candy/Snack,SUP005,Mayora,2,6000,2400,9600,PM02,Debit,L004,1
LI0000651,T00115,2025-11-10,C57465,IM002,INDOMARET ANIVA JUNCTION,P003,Pop Mie Ayam,Food,SUP001,Indofood,3,5500,1650,14850,PM02,Debit,L004,1
LI0000652,T00115,2025-11-10,C57465,IM002,INDOMARET ANIVA JUNCTION,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,1,8000,800,7200,PM02,Debit,L004,1
LI0000653,T00115,2025-11-10,C57465,IM002,INDOMARET ANIVA JUNCTION,P005,Aqua 600ml,Beverage,SUP002,Danone,3,3500,1575,8925,PM02,Debit,L004,1
LI0000654,T00115,2025-11-10,C57465,IM002,INDOMARET ANIVA JUNCTION,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,1,5000,1000,4000,PM02,Debit,L004,1
LI0000655,T00115,2025-11-10,C57465,IM002,INDOMARET ANIVA JUNCTION,P006,Aqua 1.5L,Beverage,SUP002,Danone,4,7000,4200,23800,PM02,Debit,L004,1
LI0000656,T00115,2025-11-10,C57465,IM002,INDOMARET ANIVA JUNCTION,P003,Pop Mie Ayam,Food,SUP001,Indofood,3,5500,1650,14850,PM02,Debit,L004,1
LI0000657,T00116,2025-11-10,C13423,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,2,3500,700,6300,PM04,OVO,L007,1
LI0000658,T00116,2025-11-10,C13423,IM003,INDOMARET FRESH BOSTON SQUARE,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,2,8000,1600,14400,PM04,OVO,L007,1
LI0000659,T00116,2025-11-10,C13423,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,2,25000,5000,45000,PM04,OVO,L007,1
LI0000660,T00116,2025-11-10,C13423,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,3,6000,3600,14400,PM04,OVO,L007,1
LI0000661,T00116,2025-11-10,C13423,IM003,INDOMARET FRESH BOSTON SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,2,5000,1500,8500,PM04,OVO,L007,1
LI0000662,T00116,2025-11-10,C13423,IM003,INDOMARET FRESH BOSTON SQUARE,P015,Clear Shampoo 170ml,Personal Care,SUP006,Unilever,2,25000,5000,45000,PM04,OVO,L007,1
LI0000663,T00117,2025-11-10,C98888,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,5,6000,6000,24000,PM06,ShopeePay,L005,1
LI0000664,T00117,2025-11-10,C98888,IM003,INDOMARET FRESH BOSTON SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,5,5500,2750,24750,PM06,ShopeePay,L005,1
LI0000665,T00117,2025-11-10,C98888,IM003,INDOMARET FRESH BOSTON SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,4,20000,4000,76000,PM06,ShopeePay,L005,1
LI0000666,T00117,2025-11-10,C98888,IM003,INDOMARET FRESH BOSTON SQUARE,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,5,5000,3750,21250,PM06,ShopeePay,L005,1
LI0000667,T00117,2025-11-10,C98888,IM003,INDOMARET FRESH BOSTON SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,4,7000,4200,23800,PM06,ShopeePay,L005,1
LI0000668,T00117,2025-11-10,C98888,IM003,INDOMARET FRESH BOSTON SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,4,3500,2100,11900,PM06,ShopeePay,L005,1
LI0000669,T00117,2025-11-10,C98888,IM003,INDOMARET FRESH BOSTON SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,2,3500,1050,5950,PM06,ShopeePay,L005,1
LI0000670,T00118,2025-11-10,C01888,IM003,INDOMARET FRESH BOSTON SQUARE,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,3,25000,7500,67500,PM02,Debit,L006,1
LI0000671,T00118,2025-11-10,C01888,IM003,INDOMARET FRESH BOSTON SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,5,3500,2625,14875,PM02,Debit,L006,1
LI0000672,T00118,2025-11-10,C01888,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,5,3500,1750,15750,PM02,Debit,L006,1
LI0000673,T00118,2025-11-10,C01888,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,1,3500,350,3150,PM02,Debit,L006,1
LI0000674,T00118,2025-11-10,C01888,IM003,INDOMARET FRESH BOSTON SQUARE,P012,Roma Marie,Candy/Snack,SUP005,Mayora,3,6000,3600,14400,PM02,Debit,L006,1
LI0000675,T00118,2025-11-10,C01888,IM003,INDOMARET FRESH BOSTON SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,2,3500,1050,5950,PM02,Debit,L006,1
LI0000676,T00119,2025-11-10,C37811,IM002,INDOMARET ANIVA JUNCTION,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,1,5000,750,4250,PM06,ShopeePay,L003,1
LI0000677,T00119,2025-11-10,C37811,IM002,INDOMARET ANIVA JUNCTION,P012,Roma Marie,Candy/Snack,SUP005,Mayora,4,6000,4800,19200,PM06,ShopeePay,L003,1
LI0000678,T00119,2025-11-10,C37811,IM002,INDOMARET ANIVA JUNCTION,P009,S-Tee Lemon,Beverage,SUP004,Sosro,4,4500,2700,15300,PM06,ShopeePay,L003,1
LI0000679,T00119,2025-11-10,C37811,IM002,INDOMARET ANIVA JUNCTION,P003,Pop Mie Ayam,Food,SUP001,Indofood,2,5500,1100,9900,PM06,ShopeePay,L003,1
LI0000680,T00119,2025-11-10,C37811,IM002,INDOMARET ANIVA JUNCTION,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,3,25000,7500,67500,PM06,ShopeePay,L003,1
LI0000681,T00120,2025-11-10,C11758,IM003,INDOMARET FRESH BOSTON SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,5,4500,3375,19125,PM03,Credit,L007,1
LI0000682,T00120,2025-11-10,C11758,IM003,INDOMARET FRESH BOSTON SQUARE,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,1,8000,800,7200,PM03,Credit,L007,1
LI0000683,T00120,2025-11-10,C11758,IM003,INDOMARET FRESH BOSTON SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,4,3500,1400,12600,PM03,Credit,L007,1
LI0000684,T00121,2025-11-10,C89911,IM003,INDOMARET FRESH BOSTON SQUARE,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,3,3500,1575,8925,PM05,GoPay,L005,1
LI0000685,T00121,2025-11-10,C89911,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,5,3500,1750,15750,PM05,GoPay,L005,1
LI0000686,T00121,2025-11-10,C89911,IM003,INDOMARET FRESH BOSTON SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,4,3500,2100,11900,PM05,GoPay,L005,1
LI0000687,T00121,2025-11-10,C89911,IM003,INDOMARET FRESH BOSTON SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,4,3500,2100,11900,PM05,GoPay,L005,1
LI0000688,T00121,2025-11-10,C89911,IM003,INDOMARET FRESH BOSTON SQUARE,P010,SilverQueen Chocolate,Candy/Snack,SUP005,Mayora,2,12000,4800,19200,PM05,GoPay,L005,1
LI0000689,T00121,2025-11-10,C89911,IM003,INDOMARET FRESH BOSTON SQUARE,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,1,8000,800,7200,PM05,GoPay,L005,1
LI0000690,T00122,2025-11-10,C70808,IM002,INDOMARET ANIVA JUNCTION,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,3,20000,3000,57000,PM04,OVO,L004,1
LI0000691,T00122,2025-11-10,C70808,IM002,INDOMARET ANIVA JUNCTION,P001,Indomie Goreng,Food,SUP001,Indofood,5,3500,1750,15750,PM04,OVO,L004,1
LI0000692,T00122,2025-11-10,C70808,IM002,INDOMARET ANIVA JUNCTION,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,1,3500,525,2975,PM04,OVO,L004,1
LI0000693,T00122,2025-11-10,C70808,IM002,INDOMARET ANIVA JUNCTION,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,5,5000,5000,20000,PM04,OVO,L004,1
LI0000694,T00123,2025-11-10,C67075,IM002,INDOMARET ANIVA JUNCTION,P014,Lifebouy Sabun Mandi,Personal Care,SUP006,Unilever,1,8000,800,7200,PM03,Credit,L003,1
LI0000695,T00123,2025-11-10,C67075,IM002,INDOMARET ANIVA JUNCTION,P001,Indomie Goreng,Food,SUP001,Indofood,3,3500,1050,9450,PM03,Credit,L003,1
LI0000696,T00123,2025-11-10,C67075,IM002,INDOMARET ANIVA JUNCTION,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,3,3500,1575,8925,PM03,Credit,L003,1
LI0000697,T00123,2025-11-10,C67075,IM002,INDOMARET ANIVA JUNCTION,P003,Pop Mie Ayam,Food,SUP001,Indofood,5,5500,2750,24750,PM03,Credit,L003,1
LI0000698,T00124,2025-11-10,C01125,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,2,3500,700,6300,PM05,GoPay,L006,1
LI0000699,T00124,2025-11-10,C01125,IM003,INDOMARET FRESH BOSTON SQUARE,P005,Aqua 600ml,Beverage,SUP002,Danone,3,3500,1575,8925,PM05,GoPay,L006,1
LI0000700,T00124,2025-11-10,C01125,IM003,INDOMARET FRESH BOSTON SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,3,7000,3150,17850,PM05,GoPay,L006,1
LI0000701,T00125,2025-11-10,C27838,IM002,INDOMARET ANIVA JUNCTION,P005,Aqua 600ml,Beverage,SUP002,Danone,1,3500,525,2975,PM01,Cash,L004,1
LI0000702,T00125,2025-11-10,C27838,IM002,INDOMARET ANIVA JUNCTION,P007,Le Minerale 600ml,Beverage,SUP003,Le Minerale,2,3500,1050,5950,PM01,Cash,L004,1
LI0000703,T00125,2025-11-10,C27838,IM002,INDOMARET ANIVA JUNCTION,P004,Bimoli Minyak Goreng 1L,Food,SUP001,Indofood,4,25000,10000,90000,PM01,Cash,L004,1
LI0000704,T00125,2025-11-10,C27838,IM002,INDOMARET ANIVA JUNCTION,P001,Indomie Goreng,Food,SUP001,Indofood,4,3500,1400,12600,PM01,Cash,L004,1
LI0000705,T00125,2025-11-10,C27838,IM002,INDOMARET ANIVA JUNCTION,P001,Indomie Goreng,Food,SUP001,Indofood,2,3500,700,6300,PM01,Cash,L004,1
LI0000706,T00125,2025-11-10,C27838,IM002,INDOMARET ANIVA JUNCTION,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,2,20000,2000,38000,PM01,Cash,L004,1
LI0000707,T00126,2025-11-10,C57959,IM003,INDOMARET FRESH BOSTON SQUARE,P002,Indomie Kari,Food,SUP001,Indofood,3,3500,1050,9450,PM04,OVO,L007,1
LI0000708,T00126,2025-11-10,C57959,IM003,INDOMARET FRESH BOSTON SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,1,4500,675,3825,PM04,OVO,L007,1
LI0000709,T00126,2025-11-10,C57959,IM003,INDOMARET FRESH BOSTON SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,3,7000,3150,17850,PM04,OVO,L007,1
LI0000710,T00126,2025-11-10,C57959,IM003,INDOMARET FRESH BOSTON SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,3,3500,1050,9450,PM04,OVO,L007,1
LI0000711,T00126,2025-11-10,C57959,IM003,INDOMARET FRESH BOSTON SQUARE,P006,Aqua 1.5L,Beverage,SUP002,Danone,2,7000,2100,11900,PM04,OVO,L007,1
LI0000712,T00126,2025-11-10,C57959,IM003,INDOMARET FRESH BOSTON SQUARE,P003,Pop Mie Ayam,Food,SUP001,Indofood,1,5500,550,4950,PM04,OVO,L007,1
LI0000713,T00126,2025-11-10,C57959,IM003,INDOMARET FRESH BOSTON SQUARE,P001,Indomie Goreng,Food,SUP001,Indofood,3,3500,1050,9450,PM04,OVO,L007,1
LI0000714,T00126,2025-11-10,C57959,IM003,INDOMARET FRESH BOSTON SQUARE,P009,S-Tee Lemon,Beverage,SUP004,Sosro,1,4500,675,3825,PM04,OVO,L007,1
LI0000715,T00127,2025-11-10,C89837,IM002,INDOMARET ANIVA JUNCTION,P005,Aqua 600ml,Beverage,SUP002,Danone,2,3500,1050,5950,PM05,GoPay,L003,1
LI0000716,T00127,2025-11-10,C89837,IM002,INDOMARET ANIVA JUNCTION,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,3,5000,3000,12000,PM05,GoPay,L003,1
LI0000717,T00127,2025-11-10,C89837,IM002,INDOMARET ANIVA JUNCTION,P008,Teh Botol Sosro,Beverage,SUP004,Sosro,2,5000,1500,8500,PM05,GoPay,L003,1
LI0000718,T00127,2025-11-10,C89837,IM002,INDOMARET ANIVA JUNCTION,P006,Aqua 1.5L,Beverage,SUP002,Danone,3,7000,3150,17850,PM05,GoPay,L003,1
LI0000719,T00128,2025-11-11,C09938,IM001,INDOMARET LATIGO SQUARE,P013,Sunlight Dish Soap 1L,Household,SUP006,Unilever,4,20000,4000,76000,PM02,Debit,L001,1
LI0000720,T00128,2025-11-11,C09938,IM001,INDOMARET LATIGO SQUARE,P011,Kopiko Coffee Candy,Candy/Snack,SUP005,Mayora,5,5000,5000,20000,PM02,Debit,L001,1
